Particulars,Unit,Unit Cost,Stock/Property #,UMIS Account Code and Account Title,UACS Code - Accounting,Account Title - Accounting,UACS Code - Budget,Account Title - Budget,Account Group,Budget Category,PPMP?
PRINCIPLES OF GEOTECHNICAL ENGINEERING; Das; 2022; 9780357420478,COPY,"14,198.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PRINCIPLES OF INCIDENT RESPONSE & DISASTER RECOVERY; Whitman/Mattord ; 2022; 9780357508329,COPY,"10,918.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PRINCIPLES OF INFORMATION SECURITY; Whitman/Mattord ; 2022; 9780357506431,COPY,"10,918.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PRINCIPLES OF INFORMATION SYSTEMS (L); 13/e; c2020; STAIR; 9789814896474,BOOK,910.8,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PRINCIPLES OF INFORMATION SYSTEMS ; Stair/Reynolds; 2021; 9780357112410,COPY,"14,198.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PRINCIPLES OF MACROECONOMICS (by. Mankiw.; c2022),COPIES,904.2,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PRINCIPLES OF MARKETING (by. De Chavez.; c2022),copies,805.26,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PRINCIPLES OF PLANT PHYSIOLOGY. NAUTIYAL,COPY,"9,504.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PROBABILITY AND STATISTICS FOR ENGINEERING STUDENTS (L) 5/e; c2011; SCHEAFFER; 9789814384100,BOOK,819.5,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PRODUCTION MANAGEMENT,COPY,"6,646.53",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PROFESSIONAL DEVELOPMENT AND APPLIED ETHICS. (by Arenas.; latest ed.),copies,688.13,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PROGRAMMING FUNDAMENTALS USING JAVA; W. MCALLISTER / J. FRITZ ; 2021; 9781683926696,COPY,"10,918.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PROGRAMMING LANGUAGE CONCEPTS & IMPLEMENTATION,COPY,"10,092.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PROGRAMMING LANGUAGE THEORY & FORMAL METHODS,COPY,"7,804.50",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PROGRAMS & POLICIES ON ENTERPRISE DEV. (any auth.; c2022),copies,"1,537.31",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PROPAGATION OF PLANTS. DR. RAM NANDAN,COPY,"9,075.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PUBLIC ECONOMICS (any author/related titles.; c2022),COPIES,"3,960.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PUBLIC POLICY  (any author/related titles.; c2022),COPIES,"2,915.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PURPOSIVE COMMUNICATION IN THE 21st CENTURY (L); 1/e; c2018; BARROT; 9789719811015,BOOK,649,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PURPOSIVE COMMUNICATION: USING ENGLISH IN MULTILINGUAL CONTEXTS (L); 1/e; c2018; MADRUNIO & MARTIN; 9789719809258,BOOK,434.5,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PYTHON: INTRO TO PROGRAMMING ; J. PARKER ; 9781683926245 ; c2021,BOOK,"10,810.80",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
PYTHON: INTRO TO PROGRAMMING; J. PARKER; 2021; 9781683926245,COPY,"9,828.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Pananaliksik - Wika at Panitika; de leon; Abuan; c2021,BOOK,495,11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Partial Differential Equations in Fluid Mechanics. 326pp. Pb. Cambridge- 9781108460965-Latest edition,COPY,"13,169.59",11BK-108,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Partnership revised corporation Cooperative law.; Latest ed. Domingo; Andrix D.,BOOK,758,11BK-558,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Passing the Literacy Skills Test;5e. 136pp. HB. Sage- 9781526440174,COPY,"10,980.75",11BK-74,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Pathology Illustrated;  Roberts; Fiona; and Elaine MacDuff.. Edinburgh: Elsevier,COPY,"3,341.99",11BK-532,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Pathophysiology; Banasik; Jacquelyn L.. St. Louise Missouri: Elsevier; c2019,COPY,"5,963.91",11BK-533,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Peace and development aith Emphasis on Culture of Mindanao.; latest ed.,BOOK,"1,500.00",11BK-558,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Pedagogical Foundations in Educational Technology; Habulan; Nenita; c2016,BOOK,495,11BK-561,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Pedagogical Foundations in Educational Technology; Habulan; Nenita; c2016,BOOK,495,11BK-557,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
People Over Process: Leadership Agility/ Levine; 2020,COPY,"4,979.40",11BK-361,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
People and earth ecosystem,COPY,"7,260.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
People and the Earth ecosystem .; Latest ed.,BOOK,"5,491.00",11BK-558,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Performance Management System .; Latest ed.,BOOK,"5,043.00",11BK-558,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Performing Arts management (2nd ed.): A handbook of Professional Practices/ Stein 2022/ 9781621536949,COPY,"3,730.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Persons and Family Relations@Atty. Elmer T. Rabuya c2023,COPY,"2,414.50",BLK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Perspective of Sociology in Education/ Higgins/ HB 2024/ 9781666869958,COPY,"6,950.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Pesty and Soil Manangement of Horticultural Crops  c2023,BOOK,"8,030.00",11BK-556,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Peters' Atlas of Tropical Medicine and Parasitology; Nabarro; Laura.. United Kingdom: Elsevier Limited; c2019.,COPY,"7,474.12",11BK-534,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Pharmacology: A Patient-centered Nursing Process Approach; McCuistion; 11e;c2023,BOOK,"2,500.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Pharmacology: A Patient-centered Nursing Process Approach; McCuistion; 11e;c2023,COPY,"2,500.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Phil. Information Technology Journal (2),LOT,"5,192.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Phil. Journal of Linguistics  (1),LOT,"1,859.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Phil. Journal of Public Admin. (2),LOT,"1,507.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Phil. Management Review (1),LOT,"1,672.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Phil. Studies (4),LOT,"4,444.00",11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Philippine Criminal Procedure and Elements of Crime,COPY,547.8,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Philippine Criminology Journal,COPY,"3,500.00",28SS,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Philippine Culture and Tourism Geography by Yeung latest edition,COPY,984.5,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Philippine Culture and Tourism Geography by Yeung latest edition,COPY,984,11BK,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Philippine Gastronomical Tourism .; Lastest ed.,BOOK,"2,801.00",11BK-558,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Philippine Journal of Animal Science,COPY,"4,500.00",11BK-560,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Philippine Journal of Crop Production,COPY,"4,500.00",11BK-560,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
Philippine Journal of Crop Science,COPY,"7,973.90",28SS,1040602000-Semi-Expendable Books - 00000-Semi-Expendable Books,1040602000,Semi-Expendable Books,5020322002,"Semi-Expendable Furniture, Fixtures, and Books Expenses - Books",Other Supplies and Materials Expenses,MOOE: Supplies & Semi-Expendables,
